uid,session_id,user_id,timestamp,event_type,screen_x,screen_y
18d23c24-c5ea-46ff-8318-17e743c24317,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993031186,2,1087.0,442.0
25f4ed5c-12d6-4164-827b-35ab5e9d84e9,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993031135,2,1324.0,468.0
29716657-2778-4f32-a14c-d062aa0d8c03,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993031102,2,1504.0,487.0
37cb2b1e-e479-4912-ad70-b6834b5fc86c,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993031218,2,965.0,428.0
00dc619a-0139-4c27-b13e-dcc0b668c4f9,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993039885,2,1919.0,1039.0
025f2637-a678-40aa-9a0d-8bc84027f17a,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993035896,2,726.0,509.0
02e54da3-39c8-442f-af95-76294728dfc6,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993034508,2,708.0,403.0
03eb025d-c0b1-4818-903c-dca1790eb168,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993032746,2,652.0,303.0
0fe8af7a-78b3-4ce1-932c-6a8a7c6ab6ed,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993038700,2,56.0,208.0
13cb14a0-7795-47c4-98f6-09e696a35dd1,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993032810,2,414.0,165.0
1566c9c9-1989-4290-a50c-1bdfe95afb94,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993037164,2,20.0,111.0
17e8325a-a9c1-4191-b886-c1c39d490e01,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993039392,2,654.0,638.0
275a617c-d2c9-442d-a070-77ab77f6bd1b,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993033612,2,228.0,176.0
335d32f1-480a-4b3e-82a6-a4ab599656e5,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993036405,5,699.0,598.0
372896f6-4a7c-476d-867a-fb576540a0b0,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993034556,2,501.0,311.0
4106460f-e62a-4cc4-a545-9dd169904e2c,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993039030,2,23.0,112.0
48697d6c-bbc8-4e3a-a919-a76c2a68b6a7,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993039140,5,21.0,107.0
4c0055f3-cce2-4310-a899-4ab8ec9e8f5b,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993035676,2,697.0,407.0
4d3fdd01-1022-48a2-a8c5-ebfbde7e812f,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993038487,2,703.0,606.0
569c13d4-4527-4fe9-883a-a45d03c3e53f,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993040879,2,1637.0,754.0
57b11a15-82ca-4ee6-aced-20c139473814,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993040955,2,1111.0,440.0
5c45b68e-5e30-46dd-a247-654f9a286dd1,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993037717,2,458.0,441.0
5d3c4588-0180-496f-a1ef-8addd857c146,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993038277,5,777.0,716.0
5e3ad9bd-b595-46c8-ae6c-d93176e95fb1,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993038521,2,524.0,466.0
5f9b5312-1fa4-4aaa-a312-62133534db96,c4af3096-5a73-4d70-a8e6-f4ad64bd008a,-2416201411472988629,1655993034530,2,615.0,363.0
